Order_ID,Order_Date,Country,Product,Category,Quantity,Unit_Price,Revenue
958,07-11-2023,UK,Tablet,Electronics,5,422,2110
959,13-08-2022,Brazil,Desk,Furniture,3,305,915
960,14-01-2023,Germany,Headphones,Accessories,1,103,103
961,21-03-2024,Australia,Laptop,Electronics,2,916,1832
962,17-02-2022,USA,Office Chair,Furniture,4,258,1032
963,18-06-2023,Canada,Monitor,Electronics,1,340,340
964,07-08-2023,UK,Keyboard,Accessories,5,99,495
965,25-08-2023,India,Office Chair,Furniture,4,246,984
966,13-06-2023,France,Keyboard,Accessories,4,58,232
967,22-03-2024,Brazil,Monitor,Electronics,3,312,936
968,27-03-2023,UK,Laptop,Electronics,5,867,4335
969,21-10-2023,Canada,Headphones,Accessories,1,135,135
970,11-06-2022,Australia,Headphones,Accessories,2,93,186
971,10-04-2024,Australia,Smartphone,Electronics,2,603,1206
972,06-05-2023,Brazil,Smartphone,Electronics,4,636,2544
973,25-10-2023,France,Headphones,Accessories,5,90,450
974,11-05-2022,UK,Laptop,Electronics,2,855,1710
975,10-08-2023,UK,Tablet,Electronics,5,355,1775
976,04-07-2022,France,Laptop,Electronics,2,883,1766
977,10-08-2022,Brazil,Laptop,Electronics,3,860,2580
978,13-08-2022,France,Desk,Furniture,4,321,1284
979,06-07-2022,Canada,Tablet,Electronics,5,448,2240
980,03-09-2023,India,Tablet,Electronics,3,408,1224
981,16-05-2022,India,Headphones,Accessories,4,119,476
982,30-05-2024,France,Laptop,Electronics,2,916,1832
983,01-07-2022,Brazil,Tablet,Electronics,5,362,1810
984,10-02-2024,India,Laptop,Electronics,5,914,4570
985,14-05-2022,USA,Smartphone,Electronics,4,634,2536
986,15-01-2023,USA,Office Chair,Furniture,5,253,1265
987,19-03-2024,France,Office Chair,Furniture,2,261,522
988,19-02-2024,India,Monitor,Electronics,5,344,1720
989,04-05-2023,Germany,Office Chair,Furniture,2,232,464
990,16-06-2024,France,Smartphone,Electronics,3,626,1878
991,28-12-2023,USA,Keyboard,Accessories,2,30,60
992,20-01-2023,Germany,Smartphone,Electronics,5,550,2750
993,20-04-2022,UK,Monitor,Electronics,4,296,1184
994,25-09-2022,France,Office Chair,Furniture,5,232,1160
995,28-11-2023,France,Monitor,Electronics,5,285,1425
996,13-03-2024,Brazil,Headphones,Accessories,4,140,560
997,23-07-2023,Brazil,Tablet,Electronics,3,421,1263
998,19-12-2022,France,Keyboard,Accessories,3,103,309
999,24-08-2022,Brazil,Tablet,Electronics,1,445,445
1000,05-06-2023,France,Tablet,Electronics,1,377,377
1001,15-12-2023,USA,Monitor,Electronics,5,328,1640
1002,06-01-2022,India,Tablet,Electronics,4,431,1724
1003,22-03-2023,India,Tablet,Electronics,4,426,1704
1004,15-01-2023,India,Smartphone,Electronics,3,578,1734
1005,21-09-2023,Canada,Laptop,Electronics,4,901,3604
1006,22-05-2023,Brazil,Laptop,Electronics,2,931,1862
1007,03-04-2024,Canada,Laptop,Electronics,2,934,1868
1008,06-09-2023,Germany,Headphones,Accessories,1,170,170
1009,02-09-2022,USA,Tablet,Electronics,1,396,396
1010,09-03-2024,France,Tablet,Electronics,1,385,385
1011,24-08-2023,Germany,Monitor,Electronics,4,301,1204
1012,17-07-2023,Canada,Laptop,Electronics,1,861,861
1013,20-08-2022,Germany,Monitor,Electronics,3,285,855
1014,05-01-2022,Canada,Desk,Furniture,4,373,1492
1015,20-04-2022,India,Tablet,Electronics,4,414,1656
1016,02-04-2024,Canada,Keyboard,Accessories,3,44,132
1017,31-07-2023,Brazil,Keyboard,Accessories,4,78,312
1018,15-04-2023,Brazil,Headphones,Accessories,3,169,507
1019,22-09-2022,India,Laptop,Electronics,4,864,3456
1020,20-12-2023,Germany,Office Chair,Furniture,2,286,572
1021,13-06-2023,USA,Monitor,Electronics,4,295,1180
1022,06-04-2022,France,Keyboard,Accessories,2,66,132
1023,02-07-2022,Brazil,Monitor,Electronics,1,320,320
1024,11-08-2023,Canada,Monitor,Electronics,3,277,831
1025,25-01-2024,Germany,Tablet,Electronics,2,413,826
1026,31-07-2022,Germany,Headphones,Accessories,2,103,206
1027,31-12-2022,UK,Headphones,Accessories,2,149,298
1028,24-11-2023,Brazil,Smartphone,Electronics,1,560,560
1029,18-05-2024,Brazil,Laptop,Electronics,5,855,4275
1030,20-05-2023,Canada,Monitor,Electronics,5,290,1450
1031,08-06-2023,Canada,Desk,Furniture,2,397,794
1032,14-08-2023,UK,Office Chair,Furniture,2,296,592
1033,05-05-2023,USA,Laptop,Electronics,5,904,4520
1034,05-03-2024,UK,Monitor,Electronics,4,337,1348
1035,15-06-2023,Brazil,Desk,Furniture,1,389,389
1036,22-11-2023,Germany,Monitor,Electronics,1,251,251
1037,30-11-2022,Australia,Office Chair,Furniture,5,212,1060
1038,27-09-2022,Germany,Keyboard,Accessories,2,100,200
1039,18-12-2022,Australia,Keyboard,Accessories,4,108,432
1040,04-08-2022,France,Tablet,Electronics,4,404,1616
1041,14-10-2022,Brazil,Monitor,Electronics,3,301,903
1042,13-08-2023,Germany,Tablet,Electronics,5,366,1830
1043,23-07-2023,France,Smartphone,Electronics,3,580,1740
1044,30-03-2024,UK,Office Chair,Furniture,2,218,436
1045,08-03-2023,Brazil,Desk,Furniture,1,322,322
1046,08-01-2024,Australia,Tablet,Electronics,5,418,2090
1047,30-07-2023,USA,Desk,Furniture,3,332,996
1048,17-06-2022,USA,Office Chair,Furniture,1,288,288
1049,09-05-2024,India,Headphones,Accessories,3,130,390
1050,05-01-2023,Australia,Desk,Furniture,3,333,999
1051,26-02-2023,India,Keyboard,Accessories,3,32,96
1052,14-08-2023,UK,Monitor,Electronics,5,275,1375
1053,21-11-2023,Brazil,Keyboard,Accessories,3,71,213
1054,21-09-2023,Canada,Desk,Furniture,1,348,348
1055,18-10-2023,Australia,Desk,Furniture,2,321,642
1056,19-02-2023,India,Office Chair,Furniture,5,273,1365
1057,22-08-2022,Australia,Smartphone,Electronics,2,593,1186
1058,01-10-2022,France,Monitor,Electronics,3,340,1020
1059,02-06-2024,Australia,Keyboard,Accessories,4,129,516
1060,08-07-2022,USA,Desk,Furniture,4,321,1284
1061,15-09-2022,India,Tablet,Electronics,2,434,868
1062,16-04-2022,India,Headphones,Accessories,2,120,240
1063,25-02-2022,USA,Smartphone,Electronics,4,620,2480
1064,27-03-2022,India,Office Chair,Furniture,5,297,1485
1065,28-03-2022,France,Keyboard,Accessories,5,49,245
1066,26-01-2024,Canada,Keyboard,Accessories,2,61,122
1067,24-06-2023,UK,Desk,Furniture,2,316,632
1068,01-01-2023,Australia,Laptop,Electronics,1,934,934
1069,06-10-2022,Brazil,Desk,Furniture,4,369,1476
1070,29-08-2023,Brazil,Tablet,Electronics,5,372,1860
1071,17-10-2023,Canada,Office Chair,Furniture,5,281,1405
1072,21-08-2022,India,Monitor,Electronics,4,319,1276
1073,27-02-2023,Canada,Desk,Furniture,3,346,1038
1074,01-01-2022,UK,Tablet,Electronics,3,351,1053
1075,02-07-2023,USA,Monitor,Electronics,3,310,930
1076,10-01-2022,France,Desk,Furniture,4,338,1352
1077,26-03-2024,USA,Keyboard,Accessories,5,59,295
1078,29-07-2023,France,Monitor,Electronics,2,302,604
1079,03-01-2024,France,Office Chair,Furniture,2,220,440
1080,23-03-2022,France,Office Chair,Furniture,2,233,466
1081,30-03-2024,Canada,Headphones,Accessories,5,167,835
1082,27-02-2023,Germany,Keyboard,Accessories,5,64,320
1083,24-10-2022,India,Smartphone,Electronics,2,567,1134
1084,06-10-2022,Brazil,Desk,Furniture,5,357,1785
1085,05-06-2022,USA,Headphones,Accessories,3,72,216
1086,16-10-2022,Canada,Laptop,Electronics,2,863,1726
1087,09-01-2022,Germany,Tablet,Electronics,4,443,1772
1088,21-05-2023,Germany,Smartphone,Electronics,2,551,1102
1089,15-03-2024,Brazil,Monitor,Electronics,4,289,1156
1090,21-03-2024,USA,Monitor,Electronics,4,339,1356
1091,30-05-2022,USA,Monitor,Electronics,1,346,346
1092,11-07-2023,Brazil,Keyboard,Accessories,4,39,156
1093,16-04-2024,France,Tablet,Electronics,2,382,764
1094,02-01-2024,Germany,Laptop,Electronics,1,948,948
1095,26-01-2024,USA,Office Chair,Furniture,4,231,924
1096,29-02-2024,India,Headphones,Accessories,4,164,656
1097,29-11-2023,Canada,Headphones,Accessories,4,119,476
1098,16-01-2024,USA,Monitor,Electronics,2,330,660
1099,16-10-2023,Canada,Smartphone,Electronics,3,611,1833
1100,03-06-2024,Germany,Headphones,Accessories,3,76,228
1101,21-03-2023,Australia,Smartphone,Electronics,2,631,1262
1102,22-08-2023,India,Laptop,Electronics,2,885,1770
1103,13-02-2022,Brazil,Office Chair,Furniture,2,201,402
1104,02-04-2022,Germany,Tablet,Electronics,3,448,1344
1105,04-12-2023,Australia,Tablet,Electronics,4,361,1444
1106,23-10-2023,UK,Laptop,Electronics,1,895,895
1107,27-08-2022,Australia,Smartphone,Electronics,2,612,1224
1108,17-07-2022,USA,Monitor,Electronics,4,343,1372
1109,18-05-2022,Canada,Office Chair,Furniture,3,292,876
1110,25-03-2023,Canada,Laptop,Electronics,4,940,3760
1111,11-07-2022,Australia,Desk,Furniture,2,372,744
1112,07-06-2024,UK,Monitor,Electronics,4,285,1140
1113,06-04-2023,Canada,Smartphone,Electronics,5,569,2845
1114,10-04-2023,USA,Keyboard,Accessories,5,76,380
1115,27-09-2023,Australia,Office Chair,Furniture,2,202,404
1116,06-03-2022,France,Headphones,Accessories,3,162,486
1117,25-05-2023,UK,Headphones,Accessories,5,157,785
1118,19-10-2023,Australia,Keyboard,Accessories,3,82,246
1119,06-11-2023,India,Smartphone,Electronics,1,616,616
1120,13-06-2024,USA,Laptop,Electronics,2,872,1744
1121,16-07-2022,India,Headphones,Accessories,1,132,132
1122,06-05-2024,France,Laptop,Electronics,5,932,4660
1123,20-12-2023,Canada,Desk,Furniture,5,379,1895
1124,13-09-2023,India,Laptop,Electronics,3,878,2634
1125,19-05-2023,India,Laptop,Electronics,2,933,1866
1126,26-07-2023,France,Desk,Furniture,1,346,346
1127,30-09-2022,USA,Monitor,Electronics,1,328,328
1128,10-08-2022,India,Smartphone,Electronics,3,559,1677
1129,30-01-2023,Germany,Smartphone,Electronics,2,618,1236
1130,12-09-2022,UK,Headphones,Accessories,5,154,770
1131,16-10-2023,Australia,Office Chair,Furniture,1,298,298
1132,20-06-2022,UK,Desk,Furniture,4,313,1252
1133,05-11-2023,UK,Office Chair,Furniture,5,243,1215
1134,18-07-2023,Australia,Desk,Furniture,3,340,1020
1135,11-10-2023,France,Monitor,Electronics,4,347,1388
1136,31-07-2023,Germany,Monitor,Electronics,5,280,1400
1137,18-09-2022,Australia,Office Chair,Furniture,5,295,1475
1138,01-01-2022,USA,Desk,Furniture,4,350,1400
1139,15-06-2023,UK,Keyboard,Accessories,5,32,160
1140,16-08-2022,Germany,Keyboard,Accessories,1,68,68
1141,21-04-2024,Canada,Monitor,Electronics,1,348,348
1142,17-04-2023,Australia,Tablet,Electronics,1,354,354
1143,11-01-2023,Germany,Tablet,Electronics,2,383,766
1144,05-04-2022,France,Headphones,Accessories,3,108,324
1145,29-11-2022,Brazil,Headphones,Accessories,1,162,162
1146,21-12-2023,India,Tablet,Electronics,4,438,1752
1147,07-04-2024,France,Keyboard,Accessories,1,123,123
1148,09-12-2022,Australia,Smartphone,Electronics,1,648,648
1149,09-06-2024,Germany,Office Chair,Furniture,4,215,860
1150,09-11-2022,USA,Laptop,Electronics,4,856,3424
1151,03-06-2022,Australia,Monitor,Electronics,5,322,1610
1152,21-11-2023,France,Headphones,Accessories,2,76,152
1153,01-06-2023,India,Desk,Furniture,5,373,1865
1154,16-03-2024,France,Headphones,Accessories,4,107,428
1155,26-03-2022,Brazil,Tablet,Electronics,2,393,786
1156,26-09-2022,India,Laptop,Electronics,5,901,4505
1157,03-03-2024,UK,Office Chair,Furniture,5,255,1275
1158,22-07-2022,Brazil,Tablet,Electronics,4,421,1684
1159,29-07-2023,Germany,Office Chair,Furniture,5,225,1125
1160,06-03-2024,France,Headphones,Accessories,1,104,104
1161,26-04-2022,France,Monitor,Electronics,5,261,1305
1162,15-07-2022,Australia,Office Chair,Furniture,3,244,732
1163,25-01-2022,Canada,Monitor,Electronics,5,333,1665
1164,21-04-2024,Brazil,Tablet,Electronics,3,428,1284
1165,17-04-2024,Germany,Tablet,Electronics,4,355,1420
1166,15-02-2024,India,Headphones,Accessories,3,89,267
1167,28-09-2023,UK,Smartphone,Electronics,1,581,581
1168,12-12-2023,India,Keyboard,Accessories,1,73,73
1169,24-01-2022,Australia,Keyboard,Accessories,4,90,360
1170,28-07-2022,Canada,Headphones,Accessories,5,97,485
1171,25-05-2022,USA,Desk,Furniture,5,393,1965
1172,24-06-2023,USA,Office Chair,Furniture,5,284,1420
1173,18-10-2022,Germany,Keyboard,Accessories,2,37,74
1174,02-11-2023,USA,Keyboard,Accessories,1,89,89
1175,05-10-2022,Australia,Smartphone,Electronics,4,634,2536
1176,07-06-2024,France,Smartphone,Electronics,1,587,587
1177,28-12-2023,India,Headphones,Accessories,4,135,540
1178,29-06-2023,India,Monitor,Electronics,4,326,1304
1179,14-04-2023,USA,Tablet,Electronics,2,414,828
1180,09-11-2022,Australia,Laptop,Electronics,2,917,1834
1181,10-06-2022,USA,Desk,Furniture,4,395,1580
1182,03-10-2023,Canada,Monitor,Electronics,3,295,885
1183,11-04-2024,USA,Headphones,Accessories,5,105,525
1184,23-07-2023,Canada,Keyboard,Accessories,4,33,132
1185,07-02-2023,UK,Headphones,Accessories,2,113,226
1186,26-11-2023,Germany,Smartphone,Electronics,4,616,2464
1187,06-06-2022,France,Office Chair,Furniture,2,273,546
1188,05-04-2023,UK,Keyboard,Accessories,5,72,360
1189,09-07-2023,Germany,Headphones,Accessories,2,144,288
1190,24-12-2023,UK,Tablet,Electronics,3,438,1314
1191,02-08-2023,UK,Office Chair,Furniture,2,283,566
1192,30-06-2023,India,Monitor,Electronics,1,321,321
1193,15-01-2024,USA,Tablet,Electronics,3,368,1104
1194,07-11-2022,Brazil,Monitor,Electronics,4,302,1208
1195,12-07-2022,India,Keyboard,Accessories,2,129,258
1196,20-02-2024,Canada,Tablet,Electronics,2,353,706
1197,25-08-2022,USA,Headphones,Accessories,5,99,495
1198,09-03-2024,Brazil,Monitor,Electronics,1,338,338
1199,26-04-2023,Australia,Tablet,Electronics,5,427,2135
1200,01-05-2023,UK,Tablet,Electronics,4,412,1648
1201,03-02-2022,France,Tablet,Electronics,2,378,756
1202,16-08-2022,Germany,Laptop,Electronics,3,902,2706
1203,26-03-2023,Brazil,Headphones,Accessories,1,92,92
1204,14-03-2023,France,Monitor,Electronics,4,281,1124
1205,24-04-2024,France,Laptop,Electronics,5,944,4720
1206,31-01-2024,USA,Monitor,Electronics,4,328,1312
1207,26-04-2024,USA,Smartphone,Electronics,4,608,2432
1208,10-02-2023,USA,Headphones,Accessories,5,138,690
1209,08-10-2023,USA,Office Chair,Furniture,5,297,1485
1210,12-02-2023,Canada,Headphones,Accessories,3,126,378
1211,09-03-2023,Canada,Keyboard,Accessories,4,51,204
1212,20-04-2023,Brazil,Laptop,Electronics,5,868,4340
1213,04-07-2022,UK,Smartphone,Electronics,5,564,2820
1214,07-04-2023,USA,Office Chair,Furniture,4,241,964
1215,31-12-2023,Germany,Tablet,Electronics,4,425,1700
1216,28-11-2022,UK,Desk,Furniture,1,332,332
1217,25-12-2023,Brazil,Smartphone,Electronics,1,564,564
1218,26-12-2023,France,Monitor,Electronics,1,317,317
1219,25-01-2023,USA,Tablet,Electronics,4,420,1680
1220,11-06-2024,UK,Tablet,Electronics,3,422,1266
1221,27-02-2024,USA,Tablet,Electronics,2,372,744
1222,18-01-2024,Brazil,Office Chair,Furniture,3,239,717
1223,15-05-2022,Germany,Keyboard,Accessories,2,45,90
1224,17-09-2022,USA,Laptop,Electronics,5,947,4735
1225,11-07-2023,USA,Desk,Furniture,4,363,1452
1226,26-08-2023,Brazil,Desk,Furniture,2,327,654
1227,23-03-2022,USA,Desk,Furniture,4,356,1424
1228,27-09-2023,Germany,Headphones,Accessories,5,105,525
1229,26-02-2022,Australia,Laptop,Electronics,2,868,1736
1230,15-11-2023,Canada,Laptop,Electronics,2,854,1708
1231,22-04-2022,France,Monitor,Electronics,1,256,256
1232,19-10-2022,UK,Tablet,Electronics,2,436,872
1233,06-02-2022,India,Desk,Furniture,5,346,1730
1234,24-01-2023,India,Keyboard,Accessories,3,77,231
1235,27-10-2022,Brazil,Office Chair,Furniture,5,208,1040
1236,30-05-2024,Canada,Tablet,Electronics,1,438,438
1237,22-06-2023,Germany,Monitor,Electronics,5,302,1510
1238,22-04-2022,India,Headphones,Accessories,5,77,385
1239,25-12-2023,Canada,Desk,Furniture,5,400,2000
1240,23-09-2022,Australia,Office Chair,Furniture,5,240,1200
1241,24-05-2023,Brazil,Tablet,Electronics,5,422,2110
1242,27-08-2022,Canada,Desk,Furniture,2,378,756
1243,25-01-2022,Brazil,Headphones,Accessories,1,85,85
1244,01-03-2023,France,Smartphone,Electronics,2,628,1256
1245,28-07-2023,Germany,Laptop,Electronics,3,894,2682
1246,16-10-2022,Canada,Laptop,Electronics,2,938,1876
1247,03-06-2023,Australia,Smartphone,Electronics,3,588,1764
1248,08-12-2022,Australia,Laptop,Electronics,1,937,937
1249,30-01-2022,UK,Office Chair,Furniture,5,278,1390
1250,20-11-2023,Brazil,Headphones,Accessories,3,113,339
1251,20-05-2022,Brazil,Desk,Furniture,1,382,382
1252,10-12-2022,Brazil,Tablet,Electronics,4,418,1672
1253,03-11-2022,Australia,Office Chair,Furniture,1,266,266
1254,03-12-2023,Australia,Laptop,Electronics,2,923,1846
1255,15-10-2022,USA,Monitor,Electronics,1,269,269
1256,02-07-2023,UK,Monitor,Electronics,4,330,1320
1257,30-04-2022,Canada,Office Chair,Furniture,2,276,552
1258,28-02-2023,India,Monitor,Electronics,1,284,284
1259,08-04-2023,Canada,Desk,Furniture,2,347,694
1260,29-06-2022,India,Headphones,Accessories,5,108,540
1261,26-07-2022,India,Monitor,Electronics,1,349,349
1262,29-03-2024,Brazil,Desk,Furniture,5,303,1515
1263,11-05-2023,Canada,Tablet,Electronics,2,393,786
1264,11-06-2024,India,Monitor,Electronics,2,348,696
1265,07-02-2022,Brazil,Tablet,Electronics,2,442,884
1266,05-01-2022,Canada,Office Chair,Furniture,5,214,1070
1267,08-12-2022,Brazil,Laptop,Electronics,5,861,4305
1268,24-02-2024,Canada,Laptop,Electronics,1,916,916
1269,16-11-2022,Germany,Laptop,Electronics,5,947,4735
1270,21-10-2022,Canada,Monitor,Electronics,2,274,548
1271,01-05-2022,Canada,Monitor,Electronics,4,335,1340
1272,28-04-2022,USA,Tablet,Electronics,2,385,770
1273,25-12-2022,Australia,Smartphone,Electronics,2,619,1238
1274,03-04-2024,Canada,Keyboard,Accessories,2,120,240
1275,15-11-2022,Australia,Headphones,Accessories,2,79,158
1276,30-01-2022,Brazil,Desk,Furniture,1,316,316
1277,25-02-2022,India,Laptop,Electronics,1,899,899
1278,23-12-2023,Brazil,Office Chair,Furniture,4,222,888
1279,17-04-2024,Germany,Monitor,Electronics,3,292,876
1280,15-05-2022,India,Smartphone,Electronics,4,622,2488
1281,14-11-2022,Brazil,Desk,Furniture,1,358,358
1282,28-05-2022,Canada,Desk,Furniture,2,328,656
1283,18-12-2023,Australia,Monitor,Electronics,4,273,1092
1284,31-01-2022,India,Monitor,Electronics,4,312,1248
1285,06-05-2023,Brazil,Desk,Furniture,1,344,344
1286,23-12-2022,UK,Tablet,Electronics,3,448,1344
1287,26-03-2024,India,Smartphone,Electronics,4,641,2564
1288,14-03-2022,Canada,Monitor,Electronics,5,333,1665
1289,28-02-2023,Germany,Desk,Furniture,4,375,1500
1290,09-05-2023,France,Headphones,Accessories,5,90,450
1291,13-04-2024,France,Smartphone,Electronics,3,576,1728
1292,17-12-2022,Germany,Office Chair,Furniture,5,300,1500
1293,30-12-2023,Brazil,Tablet,Electronics,1,444,444
1294,20-04-2023,Australia,Smartphone,Electronics,5,626,3130
1295,12-11-2022,France,Smartphone,Electronics,4,572,2288
1296,03-12-2023,France,Smartphone,Electronics,5,563,2815
1297,08-11-2023,USA,Monitor,Electronics,4,332,1328
1298,18-08-2023,USA,Smartphone,Electronics,2,567,1134
1299,29-06-2023,Canada,Tablet,Electronics,2,407,814
1300,03-04-2023,Germany,Office Chair,Furniture,5,273,1365
1301,07-08-2023,Canada,Headphones,Accessories,3,108,324
1302,20-08-2023,USA,Office Chair,Furniture,3,211,633
1303,05-03-2022,Australia,Office Chair,Furniture,2,237,474
1304,28-07-2023,Australia,Laptop,Electronics,1,940,940
1305,29-08-2022,France,Smartphone,Electronics,3,553,1659
1306,27-01-2023,France,Office Chair,Furniture,3,291,873
1307,05-08-2022,UK,Office Chair,Furniture,4,269,1076
1308,23-07-2023,France,Desk,Furniture,2,324,648
1309,23-10-2022,UK,Monitor,Electronics,4,269,1076
1310,26-10-2023,USA,Tablet,Electronics,1,359,359
1311,24-03-2023,UK,Tablet,Electronics,4,434,1736
1312,05-04-2024,France,Smartphone,Electronics,2,632,1264
1313,01-10-2023,UK,Desk,Furniture,5,354,1770
1314,20-07-2023,Brazil,Desk,Furniture,5,354,1770
1315,10-07-2022,France,Office Chair,Furniture,3,228,684
1316,17-05-2024,Germany,Laptop,Electronics,5,913,4565
1317,14-08-2023,Australia,Keyboard,Accessories,4,99,396
1318,10-05-2023,Australia,Laptop,Electronics,1,922,922
1319,09-12-2023,India,Smartphone,Electronics,5,611,3055
1320,08-03-2024,Canada,Tablet,Electronics,5,446,2230
1321,20-06-2023,India,Desk,Furniture,5,310,1550
1322,30-01-2024,India,Headphones,Accessories,4,150,600
1323,18-12-2022,USA,Keyboard,Accessories,5,36,180
1324,26-04-2023,Australia,Desk,Furniture,4,365,1460
1325,24-10-2022,UK,Office Chair,Furniture,3,237,711
1326,08-11-2022,Canada,Laptop,Electronics,5,945,4725
1327,23-06-2022,USA,Laptop,Electronics,4,924,3696
1328,21-10-2022,Brazil,Keyboard,Accessories,5,33,165
1329,20-03-2022,Canada,Smartphone,Electronics,2,614,1228
1330,15-10-2022,Canada,Keyboard,Accessories,2,108,216
1331,25-04-2022,UK,Keyboard,Accessories,1,124,124
1332,07-04-2024,UK,Tablet,Electronics,4,397,1588
1333,05-07-2022,USA,Keyboard,Accessories,2,92,184
1334,02-09-2023,UK,Monitor,Electronics,1,268,268
1335,28-01-2023,Germany,Desk,Furniture,4,398,1592
1336,15-08-2023,Australia,Desk,Furniture,2,326,652
1337,19-04-2024,India,Laptop,Electronics,3,946,2838
1338,13-02-2023,Brazil,Laptop,Electronics,2,909,1818
1339,10-02-2024,Germany,Keyboard,Accessories,4,125,500
1340,26-09-2022,UK,Office Chair,Furniture,4,260,1040
1341,27-03-2024,Brazil,Office Chair,Furniture,1,236,236
1342,01-12-2023,USA,Office Chair,Furniture,3,267,801
1343,29-12-2022,France,Smartphone,Electronics,5,631,3155
1344,01-10-2022,India,Keyboard,Accessories,3,64,192
1345,18-04-2023,Germany,Keyboard,Accessories,5,80,400
1346,25-11-2023,UK,Headphones,Accessories,5,113,565
1347,20-11-2023,USA,Monitor,Electronics,5,251,1255
1348,11-04-2022,India,Smartphone,Electronics,1,602,602
1349,13-01-2024,Canada,Desk,Furniture,3,328,984
1350,25-01-2022,India,Keyboard,Accessories,2,34,68
1351,05-05-2024,Germany,Laptop,Electronics,5,934,4670
1352,26-05-2024,UK,Smartphone,Electronics,1,561,561
1353,24-04-2022,UK,Office Chair,Furniture,5,223,1115
1354,08-11-2023,India,Keyboard,Accessories,3,89,267
1355,14-03-2023,Australia,Desk,Furniture,3,398,1194
1356,17-03-2022,Canada,Keyboard,Accessories,2,129,258
1357,07-12-2022,USA,Laptop,Electronics,4,899,3596
1358,28-03-2023,India,Keyboard,Accessories,3,52,156
1359,07-02-2023,UK,Desk,Furniture,2,378,756
1360,08-07-2023,France,Desk,Furniture,1,318,318
1361,19-04-2022,Brazil,Headphones,Accessories,5,152,760
1362,16-03-2022,India,Keyboard,Accessories,1,34,34
1363,25-05-2023,UK,Keyboard,Accessories,4,32,128
1364,04-02-2023,Canada,Laptop,Electronics,1,935,935
1365,12-08-2023,USA,Tablet,Electronics,3,400,1200
1366,18-02-2023,India,Desk,Furniture,4,355,1420
1367,07-12-2023,Brazil,Headphones,Accessories,1,119,119
1368,03-01-2023,Australia,Smartphone,Electronics,5,618,3090
1369,10-10-2023,India,Keyboard,Accessories,4,37,148
1370,24-03-2022,Brazil,Monitor,Electronics,5,293,1465
1371,22-07-2023,USA,Keyboard,Accessories,2,52,104
1372,14-12-2023,France,Office Chair,Furniture,2,238,476
1373,28-03-2022,Brazil,Smartphone,Electronics,3,612,1836
1374,17-07-2022,USA,Headphones,Accessories,2,74,148
1375,06-03-2022,Canada,Headphones,Accessories,4,119,476
1376,17-01-2022,USA,Desk,Furniture,5,357,1785
1377,17-03-2024,USA,Monitor,Electronics,1,293,293
1378,06-04-2024,Brazil,Office Chair,Furniture,1,227,227
1379,15-03-2022,USA,Tablet,Electronics,5,379,1895
1380,20-01-2022,Brazil,Tablet,Electronics,4,433,1732
1381,27-10-2023,UK,Laptop,Electronics,2,939,1878
1382,21-02-2022,Canada,Laptop,Electronics,2,930,1860
1383,24-06-2022,India,Smartphone,Electronics,4,628,2512
1384,02-09-2023,Germany,Smartphone,Electronics,1,613,613
1385,12-12-2022,France,Smartphone,Electronics,2,604,1208
1386,13-08-2023,UK,Monitor,Electronics,1,337,337
1387,16-02-2022,UK,Monitor,Electronics,2,347,694
1388,08-10-2022,UK,Monitor,Electronics,1,265,265
1389,14-01-2023,UK,Office Chair,Furniture,2,289,578
1390,11-02-2022,UK,Desk,Furniture,2,374,748
1391,07-03-2024,UK,Smartphone,Electronics,5,598,2990
1392,07-01-2022,USA,Laptop,Electronics,4,860,3440
1393,30-10-2023,Canada,Tablet,Electronics,1,440,440
1394,10-05-2022,Germany,Office Chair,Furniture,4,288,1152
1395,07-04-2023,France,Tablet,Electronics,3,416,1248
1396,10-12-2023,USA,Headphones,Accessories,2,148,296
1397,01-04-2022,Canada,Tablet,Electronics,4,428,1712
1398,26-07-2023,Germany,Monitor,Electronics,4,250,1000
1399,08-04-2022,Australia,Headphones,Accessories,1,137,137
1400,04-10-2023,Germany,Headphones,Accessories,4,168,672
1401,26-04-2022,UK,Keyboard,Accessories,1,54,54
1402,13-06-2022,USA,Desk,Furniture,4,322,1288
1403,03-08-2022,France,Laptop,Electronics,3,886,2658
1404,04-04-2024,Brazil,Keyboard,Accessories,3,108,324
1405,23-02-2022,UK,Laptop,Electronics,1,944,944
1406,12-06-2023,India,Tablet,Electronics,1,412,412
1407,01-04-2023,Australia,Smartphone,Electronics,2,642,1284
1408,25-11-2023,Australia,Office Chair,Furniture,2,295,590
1409,22-08-2022,India,Headphones,Accessories,1,111,111
1410,20-01-2023,Germany,Headphones,Accessories,4,95,380
1411,12-05-2023,USA,Smartphone,Electronics,4,624,2496
1412,17-09-2023,Brazil,Office Chair,Furniture,2,227,454
1413,20-05-2022,Brazil,Tablet,Electronics,4,397,1588
1414,27-07-2022,Australia,Headphones,Accessories,3,104,312
1415,06-08-2023,USA,Tablet,Electronics,1,438,438
1416,22-05-2024,Brazil,Keyboard,Accessories,2,44,88
1417,18-02-2024,Australia,Desk,Furniture,4,321,1284
1418,10-06-2022,UK,Headphones,Accessories,3,147,441
1419,27-05-2024,Brazil,Headphones,Accessories,1,122,122
1420,07-05-2024,Brazil,Headphones,Accessories,5,130,650
1421,15-03-2023,Germany,Keyboard,Accessories,1,123,123
1422,17-08-2023,Germany,Headphones,Accessories,3,125,375
